mem_no	last_name	first_name	gd	birth_dt	entr_dt	grade	sign_up_ch
15912	정	여은	F	1974-01-09	2012-04-19	BRONZE	03
13798	김	이찬	M	1974-01-18	2011-10-29	BRONZE	03
13452	김	규민	F	1974-01-27	2011-03-05	BRONZE	03
15396	이	우성	M	1974-02-05	2011-01-01	BRONZE	03
13791	김	효리	F	1974-02-14	2011-04-18	BRONZE	03
13121	김	정인	F	1974-07-23	2011-04-25	BRONZE	05
13220	김	승헌	M	1975-01-28	2012-09-19	BRONZE	03
14920	이	호민	M	1981-04-07	2013-11-09	BRONZE	07
18072	전	도원	M	1982-06-22	2012-05-19	BRONZE	01
15290	이	경민	M	1983-04-02	2012-07-24	BRONZE	03
14436	이	찬미	F	1983-04-29	2011-11-04	BRONZE	03
15468	이	현빈	M	1983-05-08	2013-10-03	BRONZE	03
13982	김	제민	M	1983-05-17	2012-10-19	BRONZE	03
14562	이	수	F	1983-06-04	2011-10-04	BRONZE	01
18143	서	가희	F	1983-06-13	2012-06-29	BRONZE	01
14015	김	조이	F	1983-07-31	2013-10-22	BRONZE	03
18154	장	승찬	M	1984-02-22	2012-04-22	BRONZE	05
13357	김	수경	F	1985-01-31	2011-06-28	BRONZE	01
14621	이	원영	F	1987-05-04	2012-08-19	BRONZE	02
16904	윤	현웅	M	1987-05-24	2013-08-24	BRONZE	02
17754	고	하늘	F	1988-01-31	2013-02-10	BRONZE	02
15017	이	시아	F	1989-06-10	2013-09-26	BRONZE	02
13345	김	은재	M	1989-09-30	2013-08-12	BRONZE	02
16655	조	정진	M	1983-04-03	2011-06-21	VIP	03
17654	송	하영	F	1970-02-23	2013-08-09	BRONZE	03
13689	김	병준	M	1971-05-04	2013-08-02	BRONZE	03
17666	고	지연	F	1971-10-06	2011-08-30	BRONZE	01
15955	강	진	F	1974-02-15	2012-02-27	BRONZE	03
16984	오	나나	F	1974-08-23	2012-08-17	BRONZE	03
18109	노	서린	F	1975-02-28	2013-01-14	BRONZE	03
13657	김	설하	F	1981-04-08	2013-09-22	BRONZE	01
14098	김	윤상	M	1982-07-22	2011-05-14	BRONZE	01
15167	이	지율	M	1983-08-31	2013-11-18	BRONZE	03
16360	윤	라원	F	1984-03-22	2013-07-17	BRONZE	07
18252	장	우영	M	1985-02-28	2012-06-28	BRONZE	01
16721	유	리온	F	1985-11-22	2011-10-07	BRONZE	01
15165	이	성준	M	1987-05-05	2011-12-09	BRONZE	02
16250	윤	세민	F	1988-02-29	2011-12-21	BRONZE	02
17848	윤	윤재	M	1989-05-22	2011-02-03	BRONZE	02
13395	김	성연	F	1989-06-11	2012-11-13	BRONZE	01
12520	김	서희	F	1989-10-31	2013-03-12	BRONZE	04
12811	김	서정	F	1995-11-03	2012-01-08	BRONZE	02
16229	조	보빈	F	1983-09-30	2012-03-01	VIP	03
17564	허	승건	M	1989-05-23	2012-10-26	VIP	03
17752	유	유림	F	1970-02-24	2011-07-09	BRONZE	03
16545	유	윤빈	F	1971-06-04	2011-04-07	BRONZE	03
12837	김	아진	F	1971-11-06	2011-12-23	BRONZE	01
16851	윤	정재	M	1974-02-16	2011-04-22	BRONZE	03
14976	이	서아	F	1974-09-23	2011-01-11	BRONZE	07
14338	김	다흰	F	1975-03-28	2013-03-23	BRONZE	03
13772	김	현희	F	1981-04-09	2011-01-02	BRONZE	03
18068	안	찬영	M	1982-08-22	2011-11-10	BRONZE	01
16321	윤	이은	F	1983-04-04	2013-07-08	BRONZE	03
15157	이	하율	M	1984-04-22	2011-05-27	BRONZE	05
13277	김	준하	M	1985-03-31	2012-08-14	BRONZE	01
17442	정	서연	F	1985-12-22	2011-09-26	BRONZE	01
16393	강	종우	M	1987-05-06	2011-07-27	BRONZE	02
12483	김	윤호	M	1988-03-31	2013-12-07	BRONZE	02
14632	김	빈	M	1989-06-12	2011-07-10	BRONZE	02
16626	유	윤이	F	1989-11-30	2013-05-09	BRONZE	05
16947	임	푸름	F	1995-12-03	2011-01-30	BRONZE	02
17852	한	예찬	M	1974-02-17	2012-10-11	VIP	03
15722	최	윤솔	F	1975-04-28	2013-10-15	VIP	03
16208	조	보라	F	1984-05-22	2013-03-28	VIP	03
15940	최	은재	M	1986-01-22	2011-07-09	VIP	01
15708	최	나희	F	1989-05-24	2011-06-28	VIP	02
15505	최	하민	F	1996-01-03	2013-07-29	VIP	02
14222	김	정운	M	1970-02-25	2011-10-28	BRONZE	03
12412	김	승민	M	1971-07-04	2012-10-15	BRONZE	03
14297	김	진경	F	1971-12-06	2011-06-14	BRONZE	01
14446	김	성운	M	1974-10-23	2012-10-20	BRONZE	04
16919	임	승빈	F	1981-04-10	2012-01-17	BRONZE	04
12710	김	태경	M	1982-09-22	2012-07-31	BRONZE	03
17034	유	상연	M	1983-04-05	2013-05-29	BRONZE	03
14935	이	태운	M	1983-10-31	2012-04-01	BRONZE	03
15129	이	성민	M	1985-04-30	2011-09-06	BRONZE	03
15398	박	보미	F	1987-05-07	2012-06-10	BRONZE	02
14340	김	한빛	M	1988-04-30	2011-10-24	BRONZE	02
12613	김	승호	M	1989-06-13	2012-08-08	BRONZE	01
17538	윤	다연	F	1989-12-31	2013-04-30	BRONZE	01
16062	조	로하	F	1982-10-22	2011-05-12	VIP	01
16216	최	유신	M	1984-06-22	2013-02-23	VIP	03
16619	조	기윤	M	1988-05-31	2012-01-20	VIP	03
17858	조	태린	F	1989-05-25	2011-01-04	VIP	02
17088	황	영지	F	1990-01-31	2013-05-02	VIP	03
15275	이	주원	F	1970-02-11	2013-06-01	BRONZE	01
13435	김	재용	M	1970-02-26	2013-02-04	BRONZE	03
16952	유	선빈	M	1971-08-04	2013-05-11	BRONZE	01
14852	이	성은	M	1972-01-06	2013-03-12	BRONZE	03
13416	김	해성	M	1974-11-23	2011-12-23	BRONZE	02
13218	김	수린	F	1975-05-28	2012-07-22	BRONZE	01
14178	김	강윤	M	1983-04-06	2012-03-09	BRONZE	03
12935	김	유현	M	1983-11-30	2013-01-03	BRONZE	03
14267	김	승완	M	1985-05-31	2013-05-11	BRONZE	01
15219	이	하진	M	1986-02-22	2013-11-05	BRONZE	03
17941	임	현성	M	1986-09-30	2011-12-27	BRONZE	02
16565	유	보배	F	1987-05-08	2011-02-08	BRONZE	02
18142	오	하엘	F	1989-06-14	2011-11-12	BRONZE	02
17191	백	율이	F	1996-02-03	2013-12-03	BRONZE	02
15730	최	인서	F	1971-09-04	2011-06-10	VIP	01
17128	하	인하	F	1974-12-23	2011-12-31	VIP	05
16131	최	동환	M	1986-03-22	2012-09-26	VIP	03
14709	이	보겸	F	1970-02-27	2011-03-13	BRONZE	03
17131	곽	자윤	F	1972-02-06	2012-01-02	BRONZE	03
12897	김	연수	F	1975-06-28	2011-10-05	BRONZE	01
15185	이	서우	M	1981-04-10	2012-04-30	BRONZE	05
13925	김	용우	M	1981-04-22	2013-08-16	BRONZE	02
16728	윤	지형	M	1982-11-22	2011-10-25	BRONZE	03
14000	김	진현	M	1983-12-31	2011-08-06	BRONZE	02
13155	김	인서	F	1984-07-22	2011-05-28	BRONZE	01
15252	이	소이	F	1985-06-30	2011-05-11	BRONZE	03
12974	김	호진	M	1986-10-31	2012-06-24	BRONZE	02
13659	김	재빈	M	1987-05-09	2012-11-10	BRONZE	02
14250	김	현채	F	1988-06-30	2011-07-25	BRONZE	02
17101	양	결	F	1989-05-26	2011-11-06	BRONZE	01
14752	이	재서	M	1989-06-15	2013-11-24	BRONZE	02
15281	이	하랑	M	1996-03-03	2012-05-11	BRONZE	06
18125	하	동욱	M	1984-08-22	2011-03-31	VIP	01
16099	조	소예	F	1986-04-22	2013-11-11	VIP	06
16123	최	상혁	M	1987-05-10	2011-06-30	VIP	02
17447	성	서현	F	1970-02-28	2013-11-01	BRONZE	03
14329	김	성혁	M	1971-10-04	2011-11-24	BRONZE	01
13473	김	선재	M	1972-03-06	2011-04-14	BRONZE	03
14583	김	서훈	M	1975-01-23	2011-01-28	BRONZE	03
13782	김	형진	M	1975-07-28	2011-04-23	BRONZE	01
16910	윤	재완	M	1981-04-13	2012-07-16	BRONZE	06
12693	김	태훈	M	1981-05-22	2013-02-02	BRONZE	05
16743	윤	승언	M	1982-12-22	2013-04-04	BRONZE	01
15874	정	윤영	F	1984-01-31	2013-10-12	BRONZE	07
13549	김	해리	F	1985-07-31	2011-09-20	BRONZE	01
15386	이	찬우	M	1986-11-30	2013-04-20	BRONZE	02
13092	김	리나	F	1988-07-31	2013-12-06	BRONZE	02
16425	유	세경	F	1989-05-27	2012-06-11	BRONZE	02
14299	김	유영	F	1989-06-16	2012-03-25	BRONZE	02
14624	김	경찬	M	1996-04-03	2013-12-07	BRONZE	02
16842	허	리현	F	1972-04-06	2012-08-08	VIP	03
15978	최	노아	M	1981-04-14	2012-06-07	VIP	07
13591	김	건하	M	1970-03-01	2012-05-02	BRONZE	03
13866	김	민송	F	1971-11-04	2012-05-03	BRONZE	01
12982	김	여원	F	1975-02-23	2011-09-05	BRONZE	03
14550	이	하얀	F	1975-08-28	2013-02-28	BRONZE	01
12552	김	서우	M	1981-06-22	2013-09-02	BRONZE	03
12626	김	채민	F	1983-01-22	2012-10-09	BRONZE	01
13512	김	환	M	1983-04-07	2013-10-30	BRONZE	03
14048	김	시후	F	1984-02-29	2013-08-16	BRONZE	04
17695	남	윤우	M	1984-09-22	2013-10-21	BRONZE	01
13505	김	한별	M	1985-08-31	2011-04-06	BRONZE	03
12778	김	동윤	M	1986-05-22	2011-08-08	BRONZE	03
15192	이	한별	F	1986-12-31	2012-04-17	BRONZE	02
12919	김	세린	F	1987-05-11	2011-01-24	BRONZE	02
14147	김	한슬	F	1988-08-31	2013-12-16	BRONZE	02
14201	김	민교	M	1989-05-28	2013-06-03	BRONZE	02
15097	이	시현	M	1989-06-17	2011-06-23	BRONZE	02
14373	김	효성	M	1996-05-03	2011-05-21	BRONZE	02
17921	하	주환	M	1981-04-15	2012-07-25	VIP	01
15443	최	세인	F	1983-04-08	2012-07-23	VIP	03
15507	최	정현	F	1988-09-30	2012-06-22	VIP	03
17152	장	미현	F	1970-03-02	2011-07-05	BRONZE	03
14157	김	로이	F	1971-12-04	2012-04-25	BRONZE	01
17813	서	수정	F	1972-05-06	2011-02-09	BRONZE	01
18088	배	성훈	M	1975-03-23	2013-07-29	BRONZE	03
12621	김	소희	F	1975-09-28	2013-10-07	BRONZE	01
12557	김	민석	M	1981-07-22	2011-08-30	BRONZE	03
13626	김	예봄	F	1983-02-22	2011-04-13	BRONZE	03
15053	이	승우	M	1984-03-31	2013-02-08	BRONZE	04
14218	김	세환	M	1984-10-22	2012-09-03	BRONZE	03
12408	김	시은	F	1985-09-30	2011-03-03	BRONZE	01
14673	이	담비	F	1987-01-31	2011-09-17	BRONZE	02
17733	권	예슬	F	1987-04-22	2011-12-29	BRONZE	02
14576	김	희우	M	1987-05-12	2013-08-14	BRONZE	02
17860	신	준희	M	1989-05-29	2013-01-25	BRONZE	02
17033	유	은조	F	1989-06-18	2011-01-29	BRONZE	02
16989	유	동빈	M	1996-06-03	2013-01-26	BRONZE	02
17731	한	민찬	M	1984-04-30	2012-08-24	VIP	07
17491	홍	예린	F	1988-10-31	2011-03-15	VIP	03
15951	강	하라	F	1970-03-03	2011-07-01	BRONZE	03
12619	김	라희	F	1972-01-04	2012-02-28	BRONZE	03
13403	김	예현	F	1972-06-06	2012-03-12	BRONZE	01
13003	김	지웅	M	1975-04-23	2011-09-25	BRONZE	03
12909	김	솔	F	1975-10-28	2013-02-11	BRONZE	01
12928	김	우찬	M	1981-04-16	2011-09-18	BRONZE	03
14733	이	혜담	F	1981-08-22	2013-07-14	BRONZE	03
14273	김	의진	F	1983-03-22	2011-02-01	BRONZE	01
17669	양	예림	F	1983-04-09	2011-02-02	BRONZE	03
13496	김	채령	F	1984-11-22	2011-10-29	BRONZE	03
15839	정	다솔	F	1985-10-31	2011-11-27	BRONZE	03
14336	김	상은	F	1987-02-28	2012-10-30	BRONZE	02
17800	심	정민	M	1987-04-23	2013-06-15	BRONZE	02
18019	노	세린	F	1987-05-13	2012-02-09	BRONZE	02
12694	김	민건	M	1989-05-30	2013-11-18	BRONZE	02
17696	곽	현지	F	1989-06-19	2013-01-11	BRONZE	01
14522	이	경희	F	1996-07-03	2013-12-11	BRONZE	01
18278	하	새봄	F	1975-05-23	2012-05-04	VIP	01
16081	최	환	M	1981-09-22	2013-07-28	VIP	03
15436	최	서원	F	1985-11-30	2013-04-15	VIP	01
14085	김	혜승	F	1970-03-04	2013-09-21	BRONZE	03
15334	박	채현	F	1972-02-04	2012-12-07	BRONZE	03
12628	김	민수	M	1972-07-06	2013-01-22	BRONZE	01
13216	김	혜나	F	1975-11-28	2011-12-31	BRONZE	01
15981	강	우주	F	1981-04-17	2011-08-07	BRONZE	04
13780	김	지욱	M	1983-04-10	2011-07-31	BRONZE	03
14948	이	이담	M	1983-04-22	2011-02-10	BRONZE	01
14778	이	동찬	M	1984-05-31	2011-04-13	BRONZE	03
13548	김	도이	F	1984-12-22	2013-11-15	BRONZE	03
17640	서	민아	F	1987-03-31	2013-07-11	BRONZE	02
12500	김	예빈	F	1987-04-24	2013-10-20	BRONZE	02
15351	박	세빈	F	1987-05-14	2012-02-05	BRONZE	02
17073	유	믿음	M	1988-11-30	2013-10-04	BRONZE	02
16863	윤	석원	M	1989-05-31	2011-01-25	BRONZE	02
16458	유	은선	F	1989-06-20	2013-04-13	BRONZE	02
16319	윤	규연	F	1996-08-03	2012-02-20	BRONZE	03
16647	조	혜준	M	1981-04-20	2013-11-01	VIP	05
16818	허	효재	F	1981-10-22	2013-07-01	VIP	03
16106	조	이진	F	1989-06-01	2012-02-10	VIP	02
15557	이	유현	M	1970-03-05	2013-03-18	BRONZE	03
14722	이	하담	M	1972-03-04	2013-06-25	BRONZE	03
14049	김	유한	M	1972-08-06	2013-11-04	BRONZE	01
15725	이	진서	M	1975-06-23	2013-01-13	BRONZE	01
12688	김	서율	M	1975-12-28	2011-06-22	BRONZE	03
13348	김	상훈	M	1983-04-11	2013-01-30	BRONZE	01
12683	김	주원	F	1983-05-22	2011-10-11	BRONZE	01
15261	이	우현	M	1984-06-30	2011-06-20	BRONZE	01
17263	유	강인	M	1985-01-22	2011-02-21	BRONZE	03
12891	김	은수	F	1985-12-31	2012-11-06	BRONZE	01
14606	이	해슬	F	1987-04-25	2012-10-03	BRONZE	02
14954	이	서영	F	1987-04-30	2011-01-15	BRONZE	02
15524	이	주완	M	1987-05-15	2012-07-05	BRONZE	02
17245	유	주용	M	1988-12-31	2012-10-15	BRONZE	02
12924	김	유빈	M	1989-06-21	2012-09-28	BRONZE	02
13923	김	제아	F	1996-09-03	2012-06-16	BRONZE	05
16211	최	성주	M	1970-03-06	2013-01-08	VIP	03
15453	최	나율	F	1972-04-04	2012-06-08	VIP	03
15438	최	지인	F	1972-09-06	2013-11-21	VIP	01
15073	이	은우	M	1975-07-23	2013-11-16	BRONZE	01
17854	오	하람	M	1976-01-28	2012-05-10	BRONZE	03
14658	이	루빈	F	1981-04-21	2011-03-19	BRONZE	06
16000	강	수하	F	1984-07-31	2011-08-06	BRONZE	01
16528	유	제아	F	1986-01-31	2011-03-14	BRONZE	03
12701	김	호준	M	1996-10-03	2013-08-04	BRONZE	02
18260	한	유현	M	1970-03-07	2011-03-17	VIP	03
16480	조	시혁	M	1976-02-28	2012-09-05	VIP	03
16779	윤	민교	M	1972-10-06	2011-05-16	BRONZE	03
13858	김	희수	M	1975-08-23	2011-05-19	BRONZE	01
16849	윤	기태	M	1981-04-22	2011-09-06	BRONZE	07
17542	임	다인	F	1984-08-31	2013-08-29	BRONZE	01
15316	박	민하	F	1986-02-28	2012-06-10	BRONZE	03
18250	윤	우찬	M	1993-04-26	2013-05-20	BRONZE	02
13636	김	예담	M	1996-11-03	2013-07-12	BRONZE	04
16682	조	근호	M	1984-09-30	2011-04-06	VIP	01
18030	하	아름	F	1998-09-02	2011-11-27	VIP	02
16363	윤	지언	F	1970-03-08	2012-07-29	BRONZE	03
13142	김	윤건	M	1972-11-06	2011-10-08	BRONZE	03
14860	이	소하	F	1975-09-23	2011-06-09	BRONZE	01
15079	이	소민	F	1976-03-28	2012-12-09	BRONZE	03
14963	이	유나	F	1981-04-23	2013-05-01	BRONZE	03
16389	윤	민교	F	1983-04-12	2013-12-27	BRONZE	01
16392	강	호성	M	1986-03-31	2011-11-20	BRONZE	03
15205	이	은솔	F	1996-12-03	2013-05-25	BRONZE	06
16555	조	재후	M	1997-01-03	2012-12-19	VIP	02
16078	최	한별	M	1998-09-03	2011-08-03	VIP	02
16708	유	금비	F	1970-03-09	2012-10-13	BRONZE	03
15996	강	도아	F	1972-12-06	2013-04-23	BRONZE	03
16549	유	선미	F	1975-10-23	2013-01-25	BRONZE	01
17092	전	아원	F	1976-04-28	2011-04-13	BRONZE	01
17339	유	준식	M	1981-04-24	2011-12-07	BRONZE	04
15830	박	채민	M	1983-04-13	2013-12-02	BRONZE	01
13922	김	태윤	F	1984-10-31	2013-07-19	BRONZE	03
12381	김	예은	F	1986-04-30	2011-07-13	BRONZE	07
17526	허	재석	M	1973-01-06	2012-01-29	VIP	03
17880	홍	건	M	1998-09-04	2012-12-12	VIP	02
12349	김	서연	F	1975-11-23	2012-05-19	BRONZE	01
12695	김	동건	M	1976-05-28	2013-04-12	BRONZE	01
15671	이	준현	M	1981-04-27	2012-04-30	BRONZE	05
15920	정	아람	F	1983-03-10	2011-02-18	BRONZE	03
15124	이	민정	F	1983-04-14	2013-09-10	BRONZE	01
15709	이	민결	M	1984-11-30	2012-09-24	BRONZE	03
16447	강	범진	M	1986-05-31	2013-10-02	BRONZE	04
16727	유	규은	F	1997-02-03	2012-04-14	BRONZE	02
16191	최	동주	M	1973-02-06	2012-07-02	VIP	03
16215	최	찬빈	M	1976-06-28	2011-09-02	VIP	01
16712	조	도엽	M	1997-03-03	2011-02-07	VIP	02
15485	최	은율	F	1998-09-05	2011-05-26	VIP	02
12393	김	소율	F	1975-12-23	2013-10-30	BRONZE	01
13209	김	선영	F	1981-04-28	2013-09-16	BRONZE	06
14489	김	태수	M	1983-03-11	2012-06-27	BRONZE	03
17671	손	가윤	F	1983-04-15	2012-03-07	BRONZE	01
15346	박	예솔	F	1984-12-31	2012-02-09	BRONZE	03
14780	이	도예	F	1986-06-30	2013-01-27	BRONZE	02
15835	정	한비	F	1981-04-29	2013-10-31	VVIP	07
15467	최	리원	F	1976-01-23	2012-10-04	VIP	03
17146	조	한율	F	1985-01-31	2011-12-30	VIP	03
13810	김	성하	M	1973-03-06	2013-11-30	BRONZE	03
13171	김	민희	F	1976-07-28	2013-03-12	BRONZE	01
13973	김	지홍	M	1983-03-12	2012-02-18	BRONZE	03
17022	배	단하	F	1983-04-16	2013-08-28	BRONZE	01
17775	배	하율	M	1986-07-31	2012-02-12	BRONZE	02
14410	김	동빈	M	1997-03-04	2013-10-12	BRONZE	07
14904	이	도완	M	1998-09-06	2013-02-21	BRONZE	02
18011	허	효원	F	1976-02-23	2013-10-13	VIP	03
15756	최	도윤	F	1976-08-28	2011-11-24	VIP	03
14723	이	자인	F	1973-04-06	2011-04-02	BRONZE	01
16008	강	수안	F	1981-04-30	2011-05-04	BRONZE	01
13569	김	보람	F	1983-03-13	2012-10-20	BRONZE	03
16905	윤	태주	M	1985-02-28	2012-07-15	BRONZE	01
13917	김	하령	F	1986-08-31	2011-04-05	BRONZE	02
14333	김	광현	M	1997-03-05	2012-03-03	BRONZE	02
13470	김	여울	F	1998-09-07	2013-10-08	BRONZE	02
17489	허	인규	M	1983-03-14	2013-01-04	VIP	03
17367	허	세종	M	1997-03-06	2011-07-06	VIP	02
17515	노	수민	F	1973-05-06	2012-12-05	BRONZE	01
18211	여	가율	F	1976-03-23	2013-02-01	BRONZE	03
16669	유	샤론	F	1976-09-28	2012-08-07	BRONZE	03
17483	안	소율	F	1981-05-01	2011-01-25	BRONZE	02
14870	이	수	M	1985-03-31	2011-11-13	BRONZE	01
18188	심	다예	F	1986-09-30	2012-05-07	BRONZE	02
16934	유	한빛	M	1998-09-08	2013-05-12	BRONZE	01
16325	정	준용	M	1983-03-15	2013-12-05	VVIP	03
16182	최	윤혁	M	1986-04-22	2013-07-25	VIP	04
12915	김	재은	F	1973-06-06	2013-09-03	BRONZE	01
13081	김	효정	F	1976-04-23	2013-01-20	BRONZE	03
12965	김	윤	F	1976-10-28	2013-04-01	BRONZE	03
16379	윤	희은	F	1981-05-04	2011-12-02	BRONZE	05
13318	김	성찬	M	1983-04-17	2011-03-29	BRONZE	01
14741	이	진율	M	1985-04-30	2011-03-16	BRONZE	01
13297	김	진욱	M	1997-03-07	2011-04-26	BRONZE	02
17081	서	채우	F	1998-09-09	2011-09-22	BRONZE	02
16814	허	해림	F	1983-04-18	2013-05-03	VIP	01
15949	최	기현	M	1985-05-31	2012-06-23	VIP	01
12994	김	승환	M	1970-01-01	2011-01-14	BRONZE	03
12875	김	다경	F	1976-05-23	2013-10-14	BRONZE	03
17076	유	용훈	M	1976-11-28	2013-06-30	BRONZE	03
17383	윤	송은	F	1981-05-05	2012-04-23	BRONZE	06
12617	김	한별	F	1983-03-16	2012-01-06	BRONZE	03
15412	박	은빈	F	1997-03-08	2013-04-07	BRONZE	02
16644	유	새론	F	1998-09-10	2013-11-26	BRONZE	03
16744	허	찬희	F	1976-12-28	2011-03-21	VIP	03
16025	조	나원	F	1997-03-09	2012-02-25	VIP	02
12508	김	지수	F	1970-02-01	2013-01-15	BRONZE	01
17912	남	우현	M	1974-10-08	2013-07-06	BRONZE	03
16434	강	유환	M	1976-06-23	2013-11-22	BRONZE	01
16719	유	루미	F	1981-05-06	2012-02-08	BRONZE	07
16305	윤	연정	F	1983-03-17	2011-07-22	BRONZE	03
12592	김	건	M	1983-04-19	2013-03-09	BRONZE	01
14257	김	지음	F	1983-04-20	2013-02-18	BRONZE	01
15297	이	나영	F	1985-06-30	2012-10-12	BRONZE	03
15087	이	시후	M	1989-06-23	2013-06-25	BRONZE	02
19272	배	채윤	M	1993-01-10	2011-11-16	BRONZE	04
13521	김	여름	F	1998-09-11	2011-06-29	BRONZE	04
17712	차	태윤	M	1998-09-12	2011-11-13	VIP	05
18269	권	규현	M	1970-03-01	2013-06-13	BRONZE	03
12506	김	혜원	F	1976-07-23	2011-11-28	BRONZE	01
13817	김	준오	M	1977-01-28	2013-11-20	BRONZE	01
13011	김	효민	F	1981-05-07	2011-03-21	BRONZE	02
12648	김	다혜	F	1983-03-18	2012-07-30	BRONZE	03
14261	김	기태	M	1985-07-31	2012-04-10	BRONZE	01
14096	김	채리	F	1989-06-24	2013-11-05	BRONZE	02
14902	이	동완	M	1997-03-10	2011-04-26	BRONZE	05
16126	조	주혜	F	1983-03-19	2013-08-06	VIP	03
17194	허	원영	F	1997-03-11	2012-04-05	VIP	02
16226	조	다나	F	1998-09-13	2011-01-06	VIP	06
13228	김	태이	F	1970-04-01	2013-01-27	BRONZE	03
12685	김	동하	M	1976-08-23	2012-07-28	BRONZE	03
17591	임	민준	M	1977-02-28	2012-10-27	BRONZE	01
13552	김	강	M	1981-05-08	2011-01-28	BRONZE	03
14888	이	지민	F	1985-08-31	2012-04-05	BRONZE	03
13642	김	예승	F	1989-06-25	2012-03-17	BRONZE	01
16097	최	현재	M	1976-09-23	2013-09-11	VIP	03
16634	조	지승	M	1977-03-28	2011-12-16	VIP	01
15427	최	아진	F	1997-03-12	2012-07-12	VIP	02
17711	윤	은지	F	1970-05-01	2011-07-17	BRONZE	01
15787	정	우리	F	1981-05-11	2011-02-06	BRONZE	04
13546	김	상혁	M	1983-03-20	2013-12-05	BRONZE	03
14064	김	서안	M	1985-09-30	2012-04-27	BRONZE	01
15143	이	시온	M	1989-06-26	2013-07-17	BRONZE	02
15551	이	우찬	M	1998-09-14	2013-10-23	BRONZE	07
14710	이	리온	M	1970-06-01	2012-08-23	BRONZE	01
13517	김	현재	M	1976-10-23	2013-10-01	BRONZE	03
17856	배	소영	F	1977-04-28	2011-07-20	BRONZE	01
14782	이	태용	M	1981-05-12	2013-01-05	BRONZE	05
14984	이	도윤	M	1983-03-21	2012-03-26	BRONZE	03
15804	정	별하	F	1985-10-31	2013-08-08	BRONZE	03
13699	김	세영	M	1989-06-27	2011-02-16	BRONZE	01
15350	박	소정	F	1997-03-13	2013-09-15	BRONZE	06
17686	노	다온	F	1998-09-15	2012-08-07	BRONZE	01
17165	황	엘리	F	1976-11-23	2013-01-03	VIP	03
15585	최	서린	F	1989-06-28	2011-08-18	VIP	03
16897	윤	하엘	M	1970-07-01	2012-12-07	BRONZE	01
14529	이	현이	F	1976-04-22	2013-07-08	BRONZE	03
14406	이	태현	F	1981-05-13	2013-10-25	BRONZE	06
18022	임	가온	M	1983-03-22	2013-06-12	BRONZE	01
15237	이	건	M	1985-11-30	2012-08-06	BRONZE	01
14507	이	영지	F	1997-03-14	2011-11-29	BRONZE	02
14973	이	시연	F	1998-09-16	2011-02-23	BRONZE	02
16368	정	진수	M	1985-12-31	2012-02-15	VVIP	01
16747	허	이담	F	1981-05-14	2011-08-18	VIP	07
16006	최	태연	M	1983-03-23	2013-10-11	VIP	01
12864	김	다율	F	1970-08-01	2011-12-10	BRONZE	03
17660	전	준혁	M	1976-05-22	2013-01-19	BRONZE	03
16899	윤	기준	M	1976-12-23	2013-09-22	BRONZE	03
13388	김	보현	F	1989-06-29	2013-06-13	BRONZE	01
13949	김	미정	F	1997-03-15	2012-06-18	BRONZE	02
15379	이	성윤	M	1998-09-17	2013-10-29	BRONZE	03
17430	허	교은	F	1989-06-30	2012-02-11	VIP	03
17411	송	재나	F	1970-09-01	2013-07-20	BRONZE	03
15147	이	지성	M	1976-06-22	2012-06-20	BRONZE	01
17231	임	경미	F	1977-01-23	2012-11-28	BRONZE	01
13382	김	진성	M	1981-05-15	2012-08-21	BRONZE	01
15513	이	성우	M	1983-03-04	2012-08-26	BRONZE	03
16955	유	시하	M	1983-03-24	2013-04-19	BRONZE	01
12836	김	다원	F	1986-01-31	2013-03-31	BRONZE	03
12415	김	서영	F	1997-03-16	2011-10-06	BRONZE	02
16014	최	주하	M	1981-05-18	2013-07-28	VIP	02
15422	이	라온	M	1970-02-02	2011-07-06	BRONZE	01
14523	이	결	F	1970-10-01	2011-02-28	BRONZE	03
14304	김	영현	F	1976-07-22	2012-12-23	BRONZE	01
13786	김	희원	M	1977-02-23	2011-02-03	BRONZE	01
12384	김	서진	M	1986-02-28	2011-10-07	BRONZE	03
17585	임	재유	M	1989-07-01	2011-09-27	BRONZE	02
14447	김	상연	M	1991-02-01	2012-08-14	BRONZE	02
14834	이	명재	M	1997-03-17	2012-04-09	BRONZE	02
16885	허	화영	F	1970-11-01	2012-03-26	VIP	03
17364	허	경모	M	1977-03-23	2013-01-07	VIP	01
16812	허	조은	F	1989-07-02	2011-11-23	VIP	03
13414	김	유하	M	1970-03-02	2012-01-14	BRONZE	03
18213	윤	선아	F	1976-08-22	2013-01-08	BRONZE	03
14101	김	다훈	M	1981-05-19	2012-12-27	BRONZE	03
17400	신	효영	F	1986-03-31	2011-08-06	BRONZE	03
15222	이	도훈	M	1991-02-02	2012-06-09	BRONZE	02
13159	김	지오	F	1997-03-18	2011-08-10	BRONZE	03
15344	이	재준	M	1970-04-02	2013-07-27	BRONZE	03
12995	김	현주	F	1970-12-01	2013-03-10	BRONZE	01
12414	김	가은	F	1976-09-22	2011-06-07	BRONZE	03
13871	김	도빈	M	1981-05-20	2012-08-24	BRONZE	04
15796	정	은하	F	1984-05-04	2012-10-28	BRONZE	04
12820	김	보미	F	1986-04-30	2013-01-30	BRONZE	06
14161	김	단희	F	1989-07-03	2011-09-25	BRONZE	01
13662	김	서하	M	1991-02-03	2012-07-16	BRONZE	02
